"STATION","DATE","PRCP","TAVG","TMAX","TMIN"
"USW00094789","1973-12-05","0.51",,"57","51"
"USW00094789","1973-12-06","0.02",,"56","42"
"USW00094789","1973-12-07","0.00",,"45","35"
"USW00094789","1973-12-08","0.00",,"41","32"
"USW00094789","1973-12-09","1.30",,"55","36"
"USW00094789","1973-12-10","0.00",,"47","37"
"USW00094789","1973-12-11","0.00",,"41","33"
"USW00094789","1973-12-12","0.00",,"40","30"
"USW00094789","1973-12-13","0.20",,"47","24"
"USW00094789","1973-12-14","0.22",,"51","34"
"USW00094789","1973-12-15","0.00",,"37","31"
"USW00094789","1973-12-16","0.24",,"32","26"
"USW00094789","1973-12-17","0.58",,"32","16"
"USW00094789","1973-12-18","0.00",,"24","16"
"USW00094789","1973-12-19","0.00",,"22","15"
"USW00094789","1973-12-20","0.04",,"53","22"
"USW00094789","1973-12-21","1.32",,"56","23"
"USW00094789","1973-12-22","0.00",,"29","22"
"USW00094789","1973-12-23","0.00",,"42","28"
"USW00094789","1973-12-24","0.00",,"33","23"
"USW00094789","1973-12-25","0.00",,"47","22"
"USW00094789","1973-12-26","1.03",,"50","40"
"USW00094789","1973-12-27","0.02",,"59","45"
"USW00094789","1973-12-28","0.00",,"48","35"
"USW00094789","1973-12-29","0.00",,"45","35"
"USW00094789","1973-12-30","0.12",,"44","33"
"USW00094789","1973-12-31","0.36",,"38","31"
"USW00094789","1974-01-01","0.04",,"42","32"
"USW00094789","1974-01-02","0.00",,"33","25"
"USW00094789","1974-01-03","0.42",,"31","28"
"USW00094789","1974-01-04","0.12",,"32","25"
"USW00094789","1974-01-05","0.00",,"28","21"
"USW00094789","1974-01-06","0.00",,"32","27"
"USW00094789","1974-01-07","0.00",,"37","28"
"USW00094789","1974-01-08","0.00",,"29","21"
"USW00094789","1974-01-09","0.46",,"31","18"
"USW00094789","1974-01-10","0.18",,"33","24"
"USW00094789","1974-01-11","0.72",,"43","33"
"USW00094789","1974-01-12","0.00",,"33","22"
"USW00094789","1974-01-13","0.00",,"25","18"
"USW00094789","1974-01-14","0.00",,"32","16"
"USW00094789","1974-01-15","0.00",,"41","30"
"USW00094789","1974-01-16","0.00",,"45","35"
"USW00094789","1974-01-17","0.00",,"45","12"
"USW00094789","1974-01-18","0.00",,"27","10"
"USW00094789","1974-01-19","0.04",,"46","26"
"USW00094789","1974-01-20","0.00",,"32","24"
"USW00094789","1974-01-21","0.45",,"54","32"
"USW00094789","1974-01-22","0.00",,"53","37"
"USW00094789","1974-01-23","0.00",,"55","35"
"USW00094789","1974-01-24","0.00",,"48","39"
"USW00094789","1974-01-25","0.00",,"48","36"
"USW00094789","1974-01-26","0.02",,"47","33"
"USW00094789","1974-01-27","0.18",,"65","46"
"USW00094789","1974-01-28","0.20",,"53","42"
"USW00094789","1974-01-29","0.00",,"51","42"
"USW00094789","1974-01-30","0.00",,"51","37"
"USW00094789","1974-01-31","0.00",,"58","39"
"USW00094789","1974-02-01","0.00",,"40","30"
"USW00094789","1974-02-02","0.04",,"32","23"
"USW00094789","1974-02-03","0.09",,"25","22"
"USW00094789","1974-02-04","0.01",,"25","14"
"USW00094789","1974-02-05","0.00",,"24","12"
"USW00094789","1974-02-06","0.12",,"31","16"
"USW00094789","1974-02-07","0.07",,"34","27"
"USW00094789","1974-02-08","0.20",,"27","23"
"USW00094789","1974-02-09","0.00",,"29","17"
"USW00094789","1974-02-10","0.00",,"28","15"
"USW00094789","1974-02-11","0.00",,"35","25"
"USW00094789","1974-02-12","0.00",,"38","24"
"USW00094789","1974-02-13","0.00",,"45","34"
"USW00094789","1974-02-14","0.00",,"43","25"
"USW00094789","1974-02-15","0.00",,"31","22"
"USW00094789","1974-02-16","0.06",,"38","20"
"USW00094789","1974-02-17","0.01",,"43","31"
"USW00094789","1974-02-18","0.00",,"39","29"
"USW00094789","1974-02-19","0.50",,"52","32"
"USW00094789","1974-02-20","0.01",,"50","38"
"USW00094789","1974-02-21","0.00",,"45","33"
"USW00094789","1974-02-22","0.10",,"54","40"
"USW00094789","1974-02-23","0.00",,"49","32"
"USW00094789","1974-02-24","0.00",,"35","26"
"USW00094789","1974-02-25","0.20",,"36","29"
"USW00094789","1974-02-26","0.00",,"37","24"
"USW00094789","1974-02-27","0.00",,"38","26"
"USW00094789","1974-02-28","0.00",,"47","31"
"USW00094789","1974-03-01","0.00",,"52","42"
"USW00094789","1974-03-02","0.00",,"43","35"
"USW00094789","1974-03-03","0.00",,"50","41"
"USW00094789","1974-03-04","0.00",,"57","43"
"USW00094789","1974-03-05","0.00",,"65","49"
"USW00094789","1974-03-06","0.00",,"53","39"
"USW00094789","1974-03-07","0.00",,"69","45"
"USW00094789","1974-03-08","0.39",,"59","36"
"USW00094789","1974-03-09","0.22",,"41","35"
"USW00094789","1974-03-10","0.03",,"50","36"
"USW00094789","1974-03-11","0.00",,"46","32"
"USW00094789","1974-03-12","0.00",,"44","29"
"USW00094789","1974-03-13","0.00",,"41","23"
"USW00094789","1974-03-14","0.00",,"51","30"
"USW00094789","1974-03-15","0.00",,"47","33"
"USW00094789","1974-03-16","0.84",,"52","44"
"USW00094789","1974-03-17","0.00",,"45","37"
"USW00094789","1974-03-18","0.00",,"51","34"
"USW00094789","1974-03-19","0.00",,"59","37"
"USW00094789","1974-03-20","0.00",,"47","34"
"USW00094789","1974-03-21","1.61",,"56","37"
"USW00094789","1974-03-22","0.00",,"50","34"
"USW00094789","1974-03-23","0.00",,"54","39"
"USW00094789","1974-03-24","0.00",,"63","33"
"USW00094789","1974-03-25","0.00",,"34","23"
"USW00094789","1974-03-26","0.00",,"50","29"
"USW00094789","1974-03-27","0.00",,"46","32"
"USW00094789","1974-03-28","0.00",,"50","35"
"USW00094789","1974-03-29","0.76",,"35","27"
"USW00094789","1974-03-30","0.67",,"44","33"
"USW00094789","1974-03-31","0.08",,"47","39"
"USW00094789","1974-04-01","0.00",,"54","42"
"USW00094789","1974-04-02","0.14",,"59","41"
"USW00094789","1974-04-03","0.00",,"65","43"
"USW00094789","1974-04-04","0.30",,"63","50"
"USW00094789","1974-04-05","0.17",,"58","50"
"USW00094789","1974-04-06","0.00",,"51","39"
"USW00094789","1974-04-07","0.00",,"50","36"
"USW00094789","1974-04-08","0.10",,"52","43"
"USW00094789","1974-04-09","0.99",,"43","34"
"USW00094789","1974-04-10","0.00",,"49","29"
"USW00094789","1974-04-11","0.00",,"59","38"
"USW00094789","1974-04-12","0.00",,"56","45"
"USW00094789","1974-04-13","0.46",,"57","46"
"USW00094789","1974-04-14","0.07",,"53","45"
"USW00094789","1974-04-15","0.00",,"61","50"
"USW00094789","1974-04-16","0.00",,"64","46"
"USW00094789","1974-04-17","0.00",,"63","46"
"USW00094789","1974-04-18","0.00",,"72","47"
"USW00094789","1974-04-19","0.06",,"56","43"
"USW00094789","1974-04-20","0.00",,"55","39"
"USW00094789","1974-04-21","0.00",,"65","44"
"USW00094789","1974-04-22","0.00",,"71","51"
"USW00094789","1974-04-23","0.04",,"70","51"
"USW00094789","1974-04-24","0.00",,"59","46"
"USW00094789","1974-04-25","0.00",,"61","41"
"USW00094789","1974-04-26","0.00",,"67","46"
"USW00094789","1974-04-27","0.00",,"60","43"
"USW00094789","1974-04-28","0.00",,"64","47"
"USW00094789","1974-04-29","0.00",,"82","54"
"USW00094789","1974-04-30","0.00",,"79","58"
"USW00094789","1974-05-01","0.00",,"75","50"
"USW00094789","1974-05-02","0.00",,"56","42"
"USW00094789","1974-05-03","0.35",,"55","47"
"USW00094789","1974-05-04","0.00",,"64","49"
"USW00094789","1974-05-05","0.00",,"53","45"
"USW00094789","1974-05-06","0.08",,"56","48"
"USW00094789","1974-05-07","0.02",,"60","45"
"USW00094789","1974-05-08","0.00",,"60","46"
"USW00094789","1974-05-09","0.26",,"66","47"
"USW00094789","1974-05-10","0.89",,"64","53"
"USW00094789","1974-05-11","0.00",,"61","49"
"USW00094789","1974-05-12","0.38",,"67","53"
"USW00094789","1974-05-13","0.00",,"66","53"
"USW00094789","1974-05-14","0.00",,"67","52"
"USW00094789","1974-05-15","0.00",,"69","58"
"USW00094789","1974-05-16","0.00",,"75","61"
"USW00094789","1974-05-17","0.00",,"89","60"
"USW00094789","1974-05-18","0.00",,"74","61"
"USW00094789","1974-05-19","0.00",,"68","54"
"USW00094789","1974-05-20","0.00",,"68","51"
"USW00094789","1974-05-21","0.00",,"67","52"
"USW00094789","1974-05-22","0.00",,"81","60"
"USW00094789","1974-05-23","0.21",,"74","59"
"USW00094789","1974-05-24","0.48",,"64","57"
"USW00094789","1974-05-25","0.00",,"72","54"
"USW00094789","1974-05-26","0.00",,"68","55"
"USW00094789","1974-05-27","0.00",,"57","51"
"USW00094789","1974-05-28","0.00",,"71","50"
"USW00094789","1974-05-29","0.02",,"68","59"
"USW00094789","1974-05-30","0.00",,"65","55"
"USW00094789","1974-05-31","0.00",,"65","53"
"USW00094789","1974-06-01","0.46",,"75","62"
"USW00094789","1974-06-02","0.28",,"69","57"
"USW00094789","1974-06-03","0.00",,"73","53"
"USW00094789","1974-06-04","0.00",,"70","56"
"USW00094789","1974-06-05","0.00",,"73","59"
"USW00094789","1974-06-06","0.00",,"81","57"
"USW00094789","1974-06-07","0.00",,"67","55"
"USW00094789","1974-06-08","0.02",,"75","57"
"USW00094789","1974-06-09","0.00",,"81","60"
"USW00094789","1974-06-10","0.00",,"88","69"
"USW00094789","1974-06-11","0.00",,"82","68"
"USW00094789","1974-06-12","0.03",,"73","59"
"USW00094789","1974-06-13","0.00",,"72","55"
"USW00094789","1974-06-14","0.00",,"75","56"
"USW00094789","1974-06-15","0.00",,"73","56"
"USW00094789","1974-06-16","0.40",,"74","65"
"USW00094789","1974-06-17","0.11",,"75","65"
"USW00094789","1974-06-18","0.00",,"80","65"
"USW00094789","1974-06-19","0.00",,"79","64"
"USW00094789","1974-06-20","0.00",,"83","68"
"USW00094789","1974-06-21","0.36",,"76","69"
"USW00094789","1974-06-22","0.00",,"88","69"
"USW00094789","1974-06-23","0.45",,"72","61"
"USW00094789","1974-06-24","0.00",,"78","61"
"USW00094789","1974-06-25","0.06",,"66","57"
"USW00094789","1974-06-26","0.01",,"64","56"
"USW00094789","1974-06-27","0.00",,"66","57"
"USW00094789","1974-06-28","0.16",,"66","56"
"USW00094789","1974-06-29","0.00",,"73","62"
"USW00094789","1974-06-30","0.04",,"79","63"
"USW00094789","1974-07-01","0.04",,"83","64"
"USW00094789","1974-07-02","0.00",,"87","67"
"USW00094789","1974-07-03","0.00",,"90","72"
"USW00094789","1974-07-04","0.00",,"93","75"
"USW00094789","1974-07-05","0.75",,"88","69"
"USW00094789","1974-07-06","0.00",,"81","69"
"USW00094789","1974-07-07","0.00",,"92","68"
"USW00094789","1974-07-08","0.00",,"95","73"
"USW00094789","1974-07-09","0.00",,"97","74"
"USW00094789","1974-07-10","0.00",,"95","76"
"USW00094789","1974-07-11","0.00",,"78","64"
"USW00094789","1974-07-12","0.00",,"85","65"
"USW00094789","1974-07-13","0.00",,"84","65"
"USW00094789","1974-07-14","0.00",,"94","69"
"USW00094789","1974-07-15","0.00",,"93","77"
"USW00094789","1974-07-16","0.00",,"84","72"
"USW00094789","1974-07-17","0.00",,"85","66"
"USW00094789","1974-07-18","0.00",,"79","69"
"USW00094789","1974-07-19","0.04",,"95","71"
"USW00094789","1974-07-20","0.00",,"81","66"
"USW00094789","1974-07-21","0.00",,"80","60"
"USW00094789","1974-07-22","0.00",,"83","64"
"USW00094789","1974-07-23","0.00",,"78","63"
"USW00094789","1974-07-24","0.43",,"69","61"
"USW00094789","1974-07-25","0.03",,"75","62"
"USW00094789","1974-07-26","0.00",,"76","60"
"USW00094789","1974-07-27","0.00",,"80","67"
"USW00094789","1974-07-28","0.00",,"80","69"
"USW00094789","1974-07-29","0.00",,"82","71"
"USW00094789","1974-07-30","0.00",,"86","71"
"USW00094789","1974-07-31","0.00",,"87","73"
"USW00094789","1974-08-01","0.00",,"88","71"
"USW00094789","1974-08-02","0.23",,"86","69"
"USW00094789","1974-08-03","0.00",,"88","73"
"USW00094789","1974-08-04","0.58",,"85","72"
"USW00094789","1974-08-05","0.08",,"86","70"
"USW00094789","1974-08-06","0.00",,"83","69"
"USW00094789","1974-08-07","0.42",,"73","64"
"USW00094789","1974-08-08","0.00",,"82","65"
"USW00094789","1974-08-09","0.24",,"82","66"
"USW00094789","1974-08-10","0.00",,"80","62"
"USW00094789","1974-08-11","0.00",,"80","59"
"USW00094789","1974-08-12","0.00",,"83","65"
"USW00094789","1974-08-13","0.00",,"83","67"
"USW00094789","1974-08-14","0.00",,"92","71"
"USW00094789","1974-08-15","0.00",,"82","67"
"USW00094789","1974-08-16","0.00",,"84","63"
"USW00094789","1974-08-17","0.43",,"81","70"
"USW00094789","1974-08-18","0.00",,"87","68"
"USW00094789","1974-08-19","0.00",,"88","67"
"USW00094789","1974-08-20","0.00",,"88","67"
"USW00094789","1974-08-21","0.00",,"86","65"
"USW00094789","1974-08-22","0.00",,"83","67"
"USW00094789","1974-08-23","0.55",,"82","72"
"USW00094789","1974-08-24","0.00",,"85","71"
"USW00094789","1974-08-25","0.00",,"83","66"
"USW00094789","1974-08-26","0.00",,"77","67"
"USW00094789","1974-08-27","0.00",,"83","72"
"USW00094789","1974-08-28","1.22",,"86","72"
"USW00094789","1974-08-29","0.37",,"85","70"
"USW00094789","1974-08-30","0.12",,"84","67"
"USW00094789","1974-08-31","0.00",,"80","65"
"USW00094789","1974-09-01","0.17",,"85","74"
"USW00094789","1974-09-02","1.01",,"76","64"
"USW00094789","1974-09-03","1.51",,"83","63"
"USW00094789","1974-09-04","0.07",,"70","59"
"USW00094789","1974-09-05","0.00",,"72","54"
"USW00094789","1974-09-06","0.51",,"67","59"
"USW00094789","1974-09-07","0.98",,"70","59"
"USW00094789","1974-09-08","0.00",,"72","57"
"USW00094789","1974-09-09","0.00",,"77","61"
"USW00094789","1974-09-10","0.00",,"81","65"
"USW00094789","1974-09-11","0.00",,"80","64"
"USW00094789","1974-09-12","0.00",,"80","68"
"USW00094789","1974-09-13","0.04",,"88","70"
"USW00094789","1974-09-14","0.13",,"73","60"
"USW00094789","1974-09-15","0.00",,"72","53"
"USW00094789","1974-09-16","0.00",,"77","61"
"USW00094789","1974-09-17","0.25",,"76","58"
"USW00094789","1974-09-18","0.00",,"78","63"
"USW00094789","1974-09-19","0.00",,"78","62"
"USW00094789","1974-09-20","0.00",,"79","67"
"USW00094789","1974-09-21","0.63",,"77","60"
"USW00094789","1974-09-22","0.00",,"70","54"
"USW00094789","1974-09-23","0.00",,"60","48"
"USW00094789","1974-09-24","0.00",,"60","43"
"USW00094789","1974-09-25","0.04",,"68","48"
"USW00094789","1974-09-26","0.00",,"71","52"
"USW00094789","1974-09-27","0.00",,"76","57"
"USW00094789","1974-09-28","0.43",,"73","64"
"USW00094789","1974-09-29","0.20",,"74","63"
"USW00094789","1974-09-30","0.00",,"68","53"
"USW00094789","1974-10-01","0.00",,"62","51"
"USW00094789","1974-10-02","0.00",,"60","44"
"USW00094789","1974-10-03","0.00",,"53","40"
"USW00094789","1974-10-04","0.00",,"60","41"
"USW00094789","1974-10-05","0.00",,"72","49"
"USW00094789","1974-10-06","0.00",,"76","51"
"USW00094789","1974-10-07","0.00",,"76","50"
"USW00094789","1974-10-08","0.00",,"60","46"
"USW00094789","1974-10-09","0.00",,"62","46"
"USW00094789","1974-10-10","0.00",,"71","51"
"USW00094789","1974-10-11","0.00",,"66","46"
"USW00094789","1974-10-12","0.00",,"67","54"
"USW00094789","1974-10-13","0.00",,"64","52"
"USW00094789","1974-10-14","0.00",,"65","55"
"USW00094789","1974-10-15","0.16",,"76","55"
"USW00094789","1974-10-16","1.84",,"56","50"
"USW00094789","1974-10-17","0.00",,"65","48"
"USW00094789","1974-10-18","0.00",,"57","37"
"USW00094789","1974-10-19","0.00",,"49","34"
"USW00094789","1974-10-20","0.00",,"46","33"
"USW00094789","1974-10-21","0.00",,"49","32"
"USW00094789","1974-10-22","0.00",,"62","40"
"USW00094789","1974-10-23","0.00",,"66","47"
"USW00094789","1974-10-24","0.00",,"56","45"
"USW00094789","1974-10-25","0.12",,"61","48"
"USW00094789","1974-10-26","0.00",,"60","48"
"USW00094789","1974-10-27","0.00",,"68","44"
"USW00094789","1974-10-28","0.00",,"59","38"
"USW00094789","1974-10-29","0.00",,"67","46"
"USW00094789","1974-10-30","0.00",,"64","51"
"USW00094789","1974-10-31","0.07",,"69","54"
"USW00094789","1974-11-01","0.00",,"76","55"
"USW00094789","1974-11-02","0.00",,"74","56"
"USW00094789","1974-11-03","0.03",,"58","53"
"USW00094789","1974-11-04","0.01",,"74","55"
"USW00094789","1974-11-05","0.03",,"63","56"
"USW00094789","1974-11-06","0.00",,"62","53"
"USW00094789","1974-11-07","0.00",,"58","50"
"USW00094789","1974-11-08","0.00",,"59","46"
"USW00094789","1974-11-09","0.00",,"59","45"
"USW00094789","1974-11-10","0.00",,"60","40"
"USW00094789","1974-11-11","0.00",,"61","35"
"USW00094789","1974-11-12","0.40",,"60","50"
"USW00094789","1974-11-13","0.19",,"60","46"
"USW00094789","1974-11-14","0.00",,"59","47"
"USW00094789","1974-11-15","0.00",,"52","37"
"USW00094789","1974-11-16","0.00",,"49","37"
"USW00094789","1974-11-17","0.00",,"52","37"
"USW00094789","1974-11-18","0.00",,"52","40"
"USW00094789","1974-11-19","0.00",,"56","39"
"USW00094789","1974-11-20","0.32",,"55","48"
"USW00094789","1974-11-21","0.03",,"51","35"
"USW00094789","1974-11-22","0.00",,"40","31"
"USW00094789","1974-11-23","0.00",,"40","28"
"USW00094789","1974-11-24","0.00",,"56","37"
"USW00094789","1974-11-25","0.09",,"58","32"
"USW00094789","1974-11-26","0.00",,"34","26"
"USW00094789","1974-11-27","0.00",,"41","26"
"USW00094789","1974-11-28","0.00",,"44","32"
"USW00094789","1974-11-29","0.00",,"44","30"
"USW00094789","1974-11-30","0.00",,"37","27"
"USW00094789","1974-12-01","0.51",,"42","33"
"USW00094789","1974-12-02","1.75",,"48","41"
"USW00094789","1974-12-03","0.00",,"43","34"
"USW00094789","1974-12-04","0.00",,"40","30"
"USW00094789","1974-12-05","0.00",,"42","26"
"USW00094789","1974-12-06","0.00",,"44","28"
"USW00094789","1974-12-07","0.02",,"56","30"
"USW00094789","1974-12-08","0.73",,"55","47"
"USW00094789","1974-12-09","0.01",,"49","31"
"USW00094789","1974-12-10","0.00",,"37","30"
"USW00094789","1974-12-11","0.00",,"43","31"
"USW00094789","1974-12-12","0.00",,"52","38"
"USW00094789","1974-12-13","0.00",,"48","40"
"USW00094789","1974-12-14","0.00",,"46","38"
"USW00094789","1974-12-15","0.00",,"43","31"
"USW00094789","1974-12-16","2.46",,"53","41"
"USW00094789","1974-12-17","0.00",,"48","40"
"USW00094789","1974-12-18","0.00",,"41","32"
"USW00094789","1974-12-19","0.00",,"41","30"
"USW00094789","1974-12-20","0.00",,"45","37"
"USW00094789","1974-12-21","0.00",,"43","35"
"USW00094789","1974-12-22","0.02",,"46","37"
"USW00094789","1974-12-23","0.00",,"49","33"
"USW00094789","1974-12-24","0.00",,"50","36"
"USW00094789","1974-12-25","0.24",,"42","35"
"USW00094789","1974-12-26","0.00",,"37","30"
"USW00094789","1974-12-27","0.00",,"43","33"
"USW00094789","1974-12-28","0.00",,"47","34"
"USW00094789","1974-12-29","0.00",,"44","32"
"USW00094789","1974-12-30","0.00",,"53","37"
"USW00094789","1974-12-31","0.33",,"41","28"
"USW00094789","1975-01-01","0.03",,"45","34"
"USW00094789","1975-01-02","0.00",,"40","31"
"USW00094789","1975-01-03","0.03",,"41","26"
"USW00094789","1975-01-04","0.00",,"49","38"
"USW00094789","1975-01-05","0.00",,"44","30"
"USW00094789","1975-01-06","0.03",,"43","26"
"USW00094789","1975-01-07","0.48",,"48","38"
"USW00094789","1975-01-08","0.04",,"47","33"
"USW00094789","1975-01-09","0.83",,"50","40"
"USW00094789","1975-01-10","0.00",,"49","36"
"USW00094789","1975-01-11","0.14",,"59","48"
"USW00094789","1975-01-12","0.00",,"60","42"
"USW00094789","1975-01-13","0.86",,"43","33"
"USW00094789","1975-01-14","0.00",,"34","22"
"USW00094789","1975-01-15","0.00",,"30","19"
"USW00094789","1975-01-16","0.00",,"38","28"
"USW00094789","1975-01-17","0.00",,"32","25"
"USW00094789","1975-01-18","0.64",,"47","25"
"USW00094789","1975-01-19","0.50",,"51","37"
"USW00094789","1975-01-20","0.15",,"39","19"
"USW00094789","1975-01-21","0.00",,"34","17"
"USW00094789","1975-01-22","0.00",,"41","32"
"USW00094789","1975-01-23","0.00",,"40","32"
"USW00094789","1975-01-24","0.00",,"45","33"
"USW00094789","1975-01-25","0.73",,"51","36"
"USW00094789","1975-01-26","0.00",,"46","37"
"USW00094789","1975-01-27","0.00",,"40","35"
"USW00094789","1975-01-28","0.00",,"40","35"
"USW00094789","1975-01-29","0.59",,"56","36"
"USW00094789","1975-01-30","0.00",,"49","33"
"USW00094789","1975-01-31","0.00",,"33","29"
"USW00094789","1975-02-01","0.00",,"35","29"
"USW00094789","1975-02-02","0.00",,"36","28"
"USW00094789","1975-02-03","0.00",,"40","26"
"USW00094789","1975-02-04","0.00",,"28","20"
"USW00094789","1975-02-05","0.55",,"36","26"
"USW00094789","1975-02-06","0.06",,"44","33"
"USW00094789","1975-02-07","0.00",,"42","27"
"USW00094789","1975-02-08","0.00",,"35","23"
"USW00094789","1975-02-09","0.01",,"37","21"
"USW00094789","1975-02-10","0.00",,"27","16"
"USW00094789","1975-02-11","0.00",,"39","27"
"USW00094789","1975-02-12","0.49",,"30","21"
"USW00094789","1975-02-13","0.04",,"31","24"
"USW00094789","1975-02-14","0.00",,"38","21"
"USW00094789","1975-02-15","0.00",,"37","27"
"USW00094789","1975-02-16","0.03",,"42","35"
"USW00094789","1975-02-17","0.24",,"41","37"
"USW00094789","1975-02-18","0.02",,"43","35"
"USW00094789","1975-02-19","0.13",,"52","39"
"USW00094789","1975-02-20","0.00",,"44","37"
"USW00094789","1975-02-21","0.00",,"50","35"
"USW00094789","1975-02-22","0.00",,"50","35"
"USW00094789","1975-02-23","0.54",,"54","40"
"USW00094789","1975-02-24","1.42",,"50","44"
"USW00094789","1975-02-25","0.04",,"50","44"
"USW00094789","1975-02-26","0.00",,"50","41"
"USW00094789","1975-02-27","0.00",,"48","37"
"USW00094789","1975-02-28","0.00",,"40","32"
"USW00094789","1975-03-01","0.00",,"45","34"
"USW00094789","1975-03-02","0.00",,"38","31"
"USW00094789","1975-03-03","0.00",,"34","27"
"USW00094789","1975-03-04","0.00",,"38","23"
"USW00094789","1975-03-05","0.00",,"40","29"
"USW00094789","1975-03-06","0.00",,"52","33"
"USW00094789","1975-03-07","0.10",,"48","35"
"USW00094789","1975-03-08","0.00",,"49","21"
"USW00094789","1975-03-09","0.00",,"37","18"
"USW00094789","1975-03-10","0.08",,"43","28"
"USW00094789","1975-03-11","0.00",,"41","34"
"USW00094789","1975-03-12","0.81",,"47","39"
"USW00094789","1975-03-13","0.00",,"54","38"
"USW00094789","1975-03-14","0.51",,"38","31"
"USW00094789","1975-03-15","0.00",,"45","29"
"USW00094789","1975-03-16","0.00",,"43","33"
"USW00094789","1975-03-17","0.00",,"53","35"
"USW00094789","1975-03-18","0.00",,"45","32"
"USW00094789","1975-03-19","0.76",,"52","42"
"USW00094789","1975-03-20","0.36",,"51","44"
"USW00094789","1975-03-21","0.00",,"55","38"
"USW00094789","1975-03-22","0.02",,"52","40"
"USW00094789","1975-03-23","0.00",,"59","43"
"USW00094789","1975-03-24","0.40",,"48","42"
"USW00094789","1975-03-25","0.00",,"56","45"
"USW00094789","1975-03-26","0.01",,"49","26"
"USW00094789","1975-03-27","0.00",,"42","24"
"USW00094789","1975-03-28","0.00",,"51","25"
"USW00094789","1975-03-29","0.08",,"44","37"
"USW00094789","1975-03-30","0.37",,"51","38"
"USW00094789","1975-03-31","0.00",,"45","33"
"USW00094789","1975-04-01","0.00",,"64","37"
"USW00094789","1975-04-02","0.00",,"47","37"
"USW00094789","1975-04-03","1.17",,"53","33"
"USW00094789","1975-04-04","0.00",,"38","29"
"USW00094789","1975-04-05","0.00",,"42","28"
"USW00094789","1975-04-06","0.00",,"44","32"
"USW00094789","1975-04-07","0.00",,"48","30"
"USW00094789","1975-04-08","0.00",,"49","33"
"USW00094789","1975-04-09","0.00",,"53","34"
"USW00094789","1975-04-10","0.00",,"51","33"
"USW00094789","1975-04-11","0.00",,"51","36"
"USW00094789","1975-04-12","0.00",,"51","36"
"USW00094789","1975-04-13","0.00",,"48","35"
"USW00094789","1975-04-14","0.00",,"54","36"
"USW00094789","1975-04-15","0.13",,"49","41"
"USW00094789","1975-04-16","0.01",,"60","44"
"USW00094789","1975-04-17","0.00",,"69","44"
"USW00094789","1975-04-18","0.04",,"55","43"
"USW00094789","1975-04-19","0.00",,"70","49"
"USW00094789","1975-04-20","0.00",,"61","49"
"USW00094789","1975-04-21","0.00",,"55","42"
"USW00094789","1975-04-22","0.00",,"50","38"
"USW00094789","1975-04-23","0.05",,"59","40"
"USW00094789","1975-04-24","0.98",,"59","48"
"USW00094789","1975-04-25","0.74",,"68","50"
"USW00094789","1975-04-26","0.01",,"65","50"
"USW00094789","1975-04-27","0.00",,"59","44"
"USW00094789","1975-04-28","0.00",,"65","47"
"USW00094789","1975-04-29","0.00",,"50","46"
"USW00094789","1975-04-30","0.00",,"54","40"
"USW00094789","1975-05-01","0.04",,"53","47"
"USW00094789","1975-05-02","0.07",,"55","47"
"USW00094789","1975-05-03","0.00",,"65","46"
"USW00094789","1975-05-04","1.08",,"53","48"
"USW00094789","1975-05-05","0.18",,"58","47"
"USW00094789","1975-05-06","0.57",,"63","48"
"USW00094789","1975-05-07","0.14",,"71","48"
"USW00094789","1975-05-08","0.00",,"63","48"
"USW00094789","1975-05-09","0.01",,"64","50"
"USW00094789","1975-05-10","0.00",,"62","51"
"USW00094789","1975-05-11","0.00",,"62","51"
"USW00094789","1975-05-12","0.00",,"65","53"
"USW00094789","1975-05-13","0.65",,"71","56"
"USW00094789","1975-05-14","0.00",,"78","58"
"USW00094789","1975-05-15","0.00",,"67","55"
"USW00094789","1975-05-16","0.67",,"78","58"
"USW00094789","1975-05-17","0.00",,"74","58"
"USW00094789","1975-05-18","0.04",,"70","59"
"USW00094789","1975-05-19","0.00",,"68","59"
"USW00094789","1975-05-20","0.00",,"81","61"
"USW00094789","1975-05-21","0.01",,"84","63"
"USW00094789","1975-05-22","0.00",,"73","59"
"USW00094789","1975-05-23","0.00",,"73","58"
"USW00094789","1975-05-24","0.00",,"82","61"
"USW00094789","1975-05-25","0.00",,"61","54"
"USW00094789","1975-05-26","0.00",,"66","54"
"USW00094789","1975-05-27","0.00",,"85","64"
"USW00094789","1975-05-28","0.00",,"81","65"
"USW00094789","1975-05-29","0.00",,"76","59"
"USW00094789","1975-05-30","0.06",,"72","62"
"USW00094789","1975-05-31","0.00",,"73","65"
"USW00094789","1975-06-01","1.35",,"75","66"
"USW00094789","1975-06-02","0.00",,"80","66"
"USW00094789","1975-06-03","0.18",,"74","62"
"USW00094789","1975-06-04","0.00",,"77","61"
"USW00094789","1975-06-05","0.98",,"69","61"
"USW00094789","1975-06-06","0.98",,"70","58"
"USW00094789","1975-06-07","0.00",,"74","61"
"USW00094789","1975-06-08","0.00",,"66","58"
"USW00094789","1975-06-09","0.00",,"66","58"
"USW00094789","1975-06-10","0.00",,"70","55"
"USW00094789","1975-06-11","0.00",,"74","58"
"USW00094789","1975-06-12","2.32",,"63","58"
"USW00094789","1975-06-13","0.06",,"74","61"
"USW00094789","1975-06-14","0.00",,"74","60"
"USW00094789","1975-06-15","0.00",,"69","61"
